GROUP,Latitude,Longitude,DENSITY,LnDENSITY,npp,biodiv,pathos,npp2,biodiv2,ID,DivDiff
Spain,40.24448626,-3.64754874,80.15693925,1.903941126,742.1336178,0.254176944,-0.114971328,550762.3067,646.0591886,IND,0.015176944
Sweden,62.79232016,16.74371219,21.17789966,1.325882886,796.5439686,0.13799743,-0.602548426,634482.2939,190.4329069,IND,0.10100257
Switzerland,46.79785296,8.20866006,174.9765308,2.242979802,875.4358982,0.312865732,-0.141098084,766388.0119,978.8496626,IND,0.073865732
UK,54.12387156,-2.86563362,100.6377459,2.002760901,1309.115534,0.203514965,-0.452536663,1713783.481,414.1834098,IND,0.035485035
Ukraine,48.99656784,31.38325794,583.1026979,2.765745051,924.7278771,0.223941983,-0.215542043,855121.6467,501.5001175,IND,0.015058017
Azerbaijan,40.28827674,47.54599646,100.6783524,2.0029361,662.8124877,0.262230128,0.058906787,439320.3939,687.6464003,IND,0.023230128
"Iran, Islamic Rep.",32.57503287,54.27407071,34.18582159,1.533846022,111.4221469,0.111144691,0.256107315,12414.89482,123.5314234,IND,0.127855309
Israel,31.4611019,35.00444995,246.4624538,2.391750768,598.3108827,0.200674173,0.367652305,357975.9124,402.7012371,IND,0.038325827
Jordan,31.24579389,36.77137251,44.4060166,1.647441817,122.9073473,0.086286939,0.371854371,15106.21602,74.45435842,IND,0.152713061
Kuwait,29.33431677,47.58699362,111.1766852,2.046013721,196.456119,0.114739507,0.400869934,38595.00669,131.6515447,IND,0.124260493
Lebanon,33.92306993,35.88016327,307.6253383,2.488022104,1372.462252,0.273429088,0.270884954,1883652.633,747.6346616,IND,0.034429088
Oman,20.60515412,56.09165967,6.182130776,0.791138188,84.44473038,0.055928486,0.402640129,7130.912489,31.27995546,IND,0.183071514
Qatar,25.30600936,51.18478512,55.57486287,1.7448784,147.6355307,0.09588142,0.387280108,21796.24993,91.93246701,IND,0.14311858
Saudi,24.12245467,44.53687041,8.153964257,0.911368803,266.3101537,0.068182634,0.448505746,70921.09796,46.48871579,IND,0.170817366
Syrian,35.02547248,38.50787939,74.15476256,1.870139049,334.4236819,0.13303223,0.241041216,111839.199,176.9757422,IND,0.10596777
Turkey,39.06160342,35.16895529,72.81340807,1.862211359,701.2895572,0.246344579,0.069852723,491807.043,606.856516,IND,0.007344579
UAE,23.90527175,54.30015737,11.83697888,1.073240873,136.2490438,0.086670366,0.381675126,18563.80194,75.11752343,IND,0.152329634
"Yemen, Rep.",15.90927655,47.58676005,36.52590043,1.562600931,101.8161312,0.073281341,0.401431748,10366.52457,53.70154939,IND,0.165718659
Canada,61.36206827,-98.30775723,3.133056424,0.495968216,216.7560273,0.066346125,-0.98044632,46983.17537,44.01808303,IND,0.172653875
Mexico,23.94753932,-102.5234504,46.21384588,1.664772112,661.2600798,0.191398307,-0.108701839,437264.8931,366.3331192,IND,0.047601693
USA,45.67955203,-112.4616706,28.44946393,1.454074087,748.7700855,0.243823488,-0.931176891,560656.6409,594.498933,IND,0.004823488
Argentina,-35.38135347,-65.17980881,12.31930084,1.090586061,909.5145982,0.195265833,-0.401644387,827216.8043,381.2874554,IND,0.043734167
Bolivia,-16.70814536,-64.6853892,6.765057002,0.83027146,2530.221175,0.596560747,-0.024250017,6402019.194,3558.847249,IND,0.357560747
Brazil,-10.78777567,-53.09783199,18.59530612,1.269403332,2323.892851,0.498686321,-0.147591412,5400477.983,2486.880468,IND,0.259686321
Chile,-37.73069754,-71.38255879,18.38931862,1.264565638,1282.836617,0.19989487,-0.563658147,1645669.786,399.5795905,IND,0.03910513
Colombia,3.91383156,-73.08114936,32.08842726,1.506348432,2422.341093,0.594170252,0.217334614,5867736.371,3530.382884,IND,0.355170252
Ecuador,-1.42381949,-78.75203573,41.41130645,1.617118932,1013.878947,0.645444676,0.463345988,1027950.519,4165.988298,IND,0.406444676
El Salvador,13.73944008,-88.87164456,254.9056016,2.406379379,2115.279684,0.516234072,0.205054962,4474408.142,2664.976171,IND,0.277234072
Paraguay,-23.22823896,-58.40014084,11.30483614,1.053264272,1590.859014,0.319197559,-0.032060544,2530832.402,1018.870817,IND,0.080197559
Peru,-9.15280281,-74.38242889,17.66665959,1.247154441,2047.609092,0.702440492,0.046478681,4192702.994,4934.226448,IND,0.463440492
Uruguay,-32.79951982,-56.01806795,17.93846689,1.253785323,1591.794373,0.292241798,-0.098797265,2533809.326,854.052685,IND,0.053241798
"Venezuela, RB",7.12422395,-66.18184085,23.88256386,1.378080948,2093.274673,0.616784714,0.153711475,4381798.857,3804.233834,IND,0.377784714
Punan,3,114,0.118,-0.928117993,2496.264766,0.539329876,0.07969767,6231337.782,2908.77,HG,0.259329876
Kubu,-3.04,102.69,0.092,-1.036212173,2557.670284,0.526788791,0.15720433,6541677.282,2775.06,HG,0.246788791
Shompen,7,93.77,0.39537,-0.402996287,2349.867903,0.286394554,-0.147388149,5521879.162,820.22,HG,0.006394554
Onge,10.7,92.47,0.401,-0.396855627,2534.466729,0.33651645,-0.035217869,6423521.6,1132.43,HG,0.05651645
Ayta-Pinatubo,15.5,120.33,0.9189,-0.036731748,2438.989741,0.419451662,0.134998356,5948670.957,1759.4,HG,0.139451662
North Island,13.32,92.89,0.3338,-0.476513668,2485.370323,0.317335444,0.046836649,6177065.642,1007.02,HG,0.037335444
Semang,5.86,101,0.1757,-0.755228239,2360.571015,0.620982289,0.140902696,5572295.517,3856.19,HG,0.340982289
Veddah,8.58,81.25,0.185,-0.732828272,1986.943206,0.360537613,0.328694935,3947943.304,1299.87,HG,0.080537613
Hill-Pandaran,9.25,77.25,0.7037,-0.152612449,2148.704278,0.40194199,0.495938577,4616930.074,1615.57,HG,0.12194199
Agta (Casiguran),17.33,122.13,0.87,-0.060480747,2428.053625,0.441623284,0.148363894,5895444.406,1950.31,HG,0.161623284
Agta (Isbela),17.48,122.05,0.42,-0.37675071,2394.270329,0.44448337,0.154116797,5732530.408,1975.65,HG,0.16448337
Agta (North Luzon),17.82,121.8,0.3794,-0.420902673,2122.883724,0.417116117,0.171526415,4506635.306,1739.86,HG,0.137116117
Chenchu,16.25,78.97,1.233,0.090963077,1118.968515,0.27878674,0.59896524,1252090.538,777.22,HG,0.00121326
Mrabri,18.41,100.47,0.2316,-0.635261445,1637.779228,0.50228826,0.382643846,2682320.8,2522.93,HG,0.22228826
Paliyans,9.75,77.5,0.0963,-1.016373713,1462.797373,0.349403926,0.505010223,2139776.154,1220.83,HG,0.069403926
Birhor,23.41,84.38,0.22,-0.657577319,1726.1392,0.328569975,0.649579697,2979556.538,1079.58,HG,0.048569975
Kadar,10.25,77.17,0.5,-0.301029996,2058.924314,0.381393201,0.533578313,4239169.331,1454.61,HG,0.101393201
Cholanaickan,10.18,76.4,0.705,-0.151810883,2624.898221,0.418381445,0.552137107,6890090.671,1750.43,HG,0.138381445
Nayaka,11.9,77.21,0.7,-0.15490196,1173.129692,0.335682805,0.582636471,1376233.274,1126.83,HG,0.055682805
Ainu (Hokkaido),44.01,144.17,0.348,-0.458420756,1070.524148,0.320176303,-0.361337762,1146021.951,1025.13,HG,0.040176303
Yukaghir,70,145,0.0061,-2.214670165,148.1919617,0.073694789,-0.715392752,21960.85751,54.31,HG,0.206305211
Nganasan,73.83,90,0.0046,-2.337242168,151.5808916,0.043012354,-0.709283124,22976.7667,18.5,HG,0.236987646
Shiriana,3.86,-66.17,0.156,-0.806875402,2571.112751,0.755792645,0.082827996,6610620.778,5712.23,HG,0.475792645
Akuriyo,3.01,-55,0.0704,-1.152427341,2374.845032,0.616180233,0.076625464,5639888.926,3796.78,HG,0.336180233
Yaruro-pume,6.85,-68.77,0.1995,-0.7000571,2288.425893,0.450306893,0.130231435,5236893.068,2027.76,HG,0.170306893
Guahibo,5.38,-68.31,0.1763,-0.753747688,2438.228284,0.546434455,0.118390611,5944957.165,2985.91,HG,0.266434455
Nukak,2.56,-71.81,0.0934,-1.029653124,2466.228648,0.55644064,0.166080455,6082283.744,3096.26,HG,0.27644064
Bororo,-16.52,-55,0.5136,-0.289374985,1895.610947,0.474696519,-0.065456187,3593340.862,2253.37,HG,0.194696519
Guato,-18,-57.5,0.0674,-1.171340103,1625.969641,0.469123074,-0.060798045,2643777.273,2200.76,HG,0.189123074
Siriono,-15,-63.58,0.06,-1.22184875,1878.615269,0.514700728,-0.004761382,3529195.329,2649.17,HG,0.234700728
Yuqui,-16.46,-64.97,0.0166,-1.779891912,2534.916886,0.57053983,-0.021532149,6425803.619,3255.16,HG,0.29053983
Nambikwara,-12.73,-59.55,0.0778,-1.109020403,2202.865384,0.507877485,-0.128988948,4852615.9,2579.4,HG,0.227877485
Guayaki (Ache),-25.7,-55.38,0.0348,-1.458420756,1968.617342,0.483622244,0.025648245,3875454.239,2338.9,HG,0.203622244
Botocudo,-18.71,-41.86,0.098,-1.008773924,1582.412776,0.574140239,0.367435715,2504030.194,3296.37,HG,0.294140239
Heta,-23.52,-53.68,0.096,-1.017728767,1826.042771,0.496159122,0.043436338,3334432.202,2461.74,HG,0.216159122
Aweikomo,-28,-50,0.041,-1.387216143,1829.206113,0.539620722,0.166153044,3345995.004,2911.91,HG,0.259620722
Chono,-45,-73.83,0.1364,-0.86518563,1265.391631,0.146947931,-0.709833879,1601215.98,215.94,HG,0.133052069
Alacaluf,-49.55,-74.52,0.1498,-0.824488187,1029.91528,0.117635051,-0.752648878,1060725.484,138.38,HG,0.162364949
Ona,-53.9,-68.62,0.0921,-1.03574037,740.6338967,0.111853705,-0.801134998,548538.5689,125.11,HG,0.168146295
Aka,2,17,0.0906,-1.042871802,2043.807199,0.422990906,0.699335647,4177147.867,1789.21,HG,0.142990906
Bayaka,3.58,17.76,0.1747,-0.757707095,2027.801922,0.44635461,0.710111177,4111980.635,1992.32,HG,0.16635461
Bambote,-6.64,28.26,0.25,-0.602059991,1515.953782,0.376337676,0.546595404,2298115.869,1416.3,HG,0.096337676
Baka,2.39,15.31,0.1363,-0.865504144,1963.12406,0.444218922,0.732233443,3853856.075,1973.3,HG,0.164218922
Efe,2.7,27.64,0.1596,-0.796967113,2276.034624,0.508093102,0.750305364,5180333.61,2581.59,HG,0.228093102
Mbuti,1.54,28.61,0.44,-0.356547324,2084.198565,0.559453055,0.767421373,4343883.658,3129.88,HG,0.279453055
Mikea,-22.32,43.81,0.0436,-1.360513511,1060.627846,0.170882917,0.442960866,1124931.428,292.01,HG,0.109117083
Hukwe,-16.93,24.32,0.029,-1.537602002,1163.399536,0.386145416,0.164695055,1353498.48,1491.08,HG,0.106145416
Hai//Om,-18.65,16.12,0.0384,-1.415668776,743.6323435,0.299926711,0.012740624,552989.0623,899.56,HG,0.019926711
Hadza,-3.82,35.32,0.24,-0.619788758,1156.067925,0.491299267,0.652735042,1336493.047,2413.75,HG,0.211299267
Dorobo (Okiek),0,36,0.4081,-0.389233405,1442.247171,0.60479949,0.714311289,2080076.902,3657.82,HG,0.32479949
Sekele,-16.42,19.53,0.0152,-1.818156412,1149.935897,0.293600433,0.120777488,1322352.567,862.01,HG,0.013600433
!Kung,-20,21.18,0.066,-1.180456064,742.1336178,0.270551481,-0.073538515,550762.3067,731.98,HG,0.009448519
Nharo,-21.64,21.61,0.125,-0.903089987,748.1225541,0.221494353,-0.098115422,559687.356,490.6,HG,0.058505647
G/Wi,-22.46,23.39,0.0293,-1.53313238,647.2419256,0.210085397,-0.062655894,418922.1103,441.36,HG,0.069914603
Kua,-22.88,24.41,0.0636,-1.196542884,648.8036384,0.215169792,-0.043856119,420946.1612,462.98,HG,0.064830208
!Ko,-23.86,22.2,0.0103,-1.987162775,607.8601773,0.19305607,-0.113010906,369493.9951,372.71,HG,0.08694393
/Auni-khomani,-27.37,19.82,0.0064,-2.193820026,268.1247213,0.169485356,-0.163171319,71890.86617,287.25,HG,0.110514644
//Xegwi,-26.28,30.23,0.0357,-1.447331784,1258.413832,0.343798944,0.052170108,1583605.373,1181.98,HG,0.063798944
/Xam,-31.47,19.77,0.0243,-1.614393726,455.4844235,0.243734853,-0.154677328,207466.0601,594.07,HG,0.036265147
Kaurareg,-10.77,142.12,0.35,-0.455931956,2005.60395,0.264333152,-0.325885681,4022447.204,698.72,HG,0.015666848
Larikia,-12.6,130.78,0.4,-0.397940009,1962.435346,0.277608875,-0.208273856,3851152.487,770.67,HG,0.002391125
Gunwinggu,-12.43,134.12,0.1784,-0.74860515,1683.137137,0.238634524,-0.28757093,2832950.622,569.46,HG,0.041365476
Mirrngadja,-12.31,135.2,0.385,-0.41453927,1694.455378,0.237749458,-0.306925881,2871179.028,565.25,HG,0.042250542
Anbara,-12.2,134.73,0.437,-0.359518563,1628.703985,0.237803756,-0.298628267,2652676.671,565.51,HG,0.042196244
Gidjingali,-12.18,134.4,0.727,-0.138465589,1660.20544,0.239419368,-0.292653162,2756282.103,573.22,HG,0.040580632
Murngin (Yolngu),-12.93,135.84,0.1176,-0.929592678,1676.12335,0.226481179,-0.320366348,2809389.484,512.94,HG,0.053518821
Jeidji (Forest-river),-15.55,128.19,0.17,-0.769551079,1159.737382,0.241911017,-0.176965038,1344990.795,585.21,HG,0.038088983
Wikmunkan,-13.47,142,0.0841,-1.075204004,1944.367315,0.232974564,-0.335468222,3780564.256,542.77,HG,0.047025436
Kakadu,-13.13,132.95,0.088,-1.055517328,1821.356397,0.238341968,-0.269265433,3317339.125,568.07,HG,0.041658032
Nunggubuyu,-13.76,135.98,0.23,-0.638272164,1578.642659,0.221959173,-0.326093642,2492112.645,492.66,HG,0.058040827
Yintjingga,-14.01,143.5,0.31,-0.508638306,1788.828239,0.275671058,-0.327370432,3199906.469,759.95,HG,0.004328942
Yir-yoront,-15,142.17,0.08,-1.096910013,1648.590275,0.201889196,-0.344978064,2717849.895,407.59,HG,0.078110804
Tiwi,-11.59,130.87,0.375,-0.425968732,2016.112494,0.218872599,-0.203900271,4064709.588,479.05,HG,0.061127401
Kuku-yalanji,-15.92,145.32,0.5,-0.301029996,2108.202073,0.355976696,-0.325896718,4444515.981,1267.19,HG,0.075976696
Groote-eylandt,-14,136.62,0.229,-0.640164518,1698.782599,0.163679238,-0.335663312,2885862.319,267.91,HG,0.116320762
Walmbaria,-14.34,144.22,0.58,-0.236572006,1680.511332,0.269418403,-0.323569435,2824118.337,725.86,HG,0.010581597
Worora,-15.32,124.72,0.11,-0.958607315,1733.729091,0.236772934,-0.059990702,3005816.561,560.61,HG,0.043227066
Lungga,-16.91,127.83,0.045,-1.346787486,1160.958911,0.202524642,-0.189379646,1347825.593,410.16,HG,0.077475358
Mamu,-17.64,145.84,0.45,-0.346787486,2438.989741,0.321599329,-0.333424076,5948670.957,1034.26,HG,0.041599329
Kariera,-20.88,118.27,0.095,-1.022276395,553.2410073,0.177803693,-0.038544004,306075.6122,316.14,HG,0.102196307
Warunggu,-18.41,145.61,0.1628,-0.788345599,1596.461864,0.308103486,-0.344202613,2548690.483,949.28,HG,0.028103486
Djaru,-19.16,130,0.0398,-1.400116928,779.3048252,0.153283751,-0.2989028,607316.0106,234.96,HG,0.126716249
Walbiri,-20,130.57,0.0116,-1.935542011,725.5817881,0.143592409,-0.332632607,526468.9312,206.19,HG,0.136407591
Ngatjan,-17.36,145.56,0.598,-0.223298816,2256.548473,0.321868924,-0.33537439,5092011.011,1036,HG,0.041868924
Mardudjara,-22.79,125.06,0.0075,-2.124938737,397.3860935,0.114560559,-0.236962991,157915.7073,131.24,HG,0.165439441
Ildawongga,-22.93,127.18,0.0045,-2.346787486,423.1794638,0.112654358,-0.298812644,179080.8586,126.91,HG,0.167345642
Pintubi,-22.86,129.44,0.015,-1.823908741,505.6696692,0.126801476,-0.359354538,255701.8143,160.79,HG,0.153198524
Jinibarra,-27.25,152.87,0.16,-0.795880017,1721.054016,0.349989702,-0.359082179,2962026.926,1224.93,HG,0.069989702
Karuwali,-24.41,141.64,0.02,-1.698970004,463.9182074,0.152476039,-0.435617897,215220.1032,232.49,HG,0.127523961
Alyawara,-22.27,135.17,0.0121,-1.91721463,540.2092418,0.146856557,-0.450357673,291826.0249,215.67,HG,0.133143443
Ngatatjara,-25.32,127.27,0.004,-2.397940009,381.786307,0.122113986,-0.332385302,145760.7842,149.12,HG,0.157886014
Badjalang,-29.59,152.78,0.134,-0.872895202,1603.897691,0.329958521,-0.393243533,2572487.803,1088.73,HG,0.049958521
Pitjandjara,-26,130,0.006,-2.22184875,575.8806867,0.14513141,-0.411276638,331638.5653,210.63,HG,0.13486859
Dieri,-28.54,139.09,0.0193,-1.714442691,298.7887361,0.138276998,-0.469308097,89274.70882,191.21,HG,0.141723002
Arenda (southern),-26.09,135.52,0.011,-1.958607315,259.0398227,0.138146277,-0.483671048,67101.62974,190.84,HG,0.141853723
Jankundjara,-27,131.95,0.01,-2,423.1794638,0.131715912,-0.449828808,179080.8586,173.49,HG,0.148284088
Arenda (northern),-23.7,133.76,0.0266,-1.575118363,523.8218854,0.176107161,-0.481642389,274389.3676,310.14,HG,0.103892839
Ualaria,-29.3,147.25,0.09,-1.045757491,752.6038292,0.1911424,-0.425031711,566412.5237,365.35,HG,0.0888576
Nakako,-27.31,128.19,0.0087,-2.060480747,376.5656273,0.11457835,-0.373541767,141801.6717,131.28,HG,0.16542165
Ooldea,-30.38,131.81,0.0047,-2.327902142,345.0222117,0.109734427,-0.436115141,119040.3266,120.42,HG,0.170265573
Barkindji,-32.4,142.25,0.1543,-0.811634074,462.2336899,0.179047127,-0.464970437,213659.9841,320.58,HG,0.100952873
Karuna,-34.56,138.4,0.18,-0.744727495,689.046318,0.245220456,-0.46674063,474784.8283,601.33,HG,0.034779544
Wongaibon,-32.14,146.09,0.0512,-1.290730039,737.6314654,0.197489977,-0.451789249,544100.1787,390.02,HG,0.082510023
Jaralde,-35.06,139.29,0.4,-0.397940009,620.5335338,0.230888451,-0.468474245,385061.8666,533.09,HG,0.049111549
Mineng,-34.95,117.81,0.07,-1.15490196,1275.673932,0.224500472,-0.252335812,1627343.981,504,HG,0.055499528
Tjapwurong,-35.86,141.38,0.35,-0.455931956,689.046318,0.217837799,-0.472462507,474784.8283,474.53,HG,0.062162201
Kurnai,-37.59,147.42,0.177,-0.752026734,1266.489941,0.264162299,-0.483110596,1603996.771,697.82,HG,0.015837701
Tasmanians (western),-41.38,145.21,0.1335,-0.874518734,1397.485058,0.190358424,-0.494914132,1952964.487,362.36,HG,0.089641576
Seri,29.59,-112.18,0.2548,-0.593800576,282.5979678,0.17982893,-0.427364004,79861.6114,323.38,HG,0.10017107
Cahuilla,33.59,-116.24,0.4375,-0.359021943,262.677402,0.191043103,-0.61249343,68999.41752,364.97,HG,0.088956897
Cupeno,33.26,-116.59,0.488,-0.311580178,902.5626528,0.217083213,-0.599240244,814619.3422,471.25,HG,0.062916787
Kiliwa,31.44,-115.25,0.1225,-0.911863911,242.6108037,0.174001369,-0.522716516,58860.00207,302.76,HG,0.105998631
Diegueno,32.44,-116.49,0.181,-0.742321425,672.1053191,0.207970284,-0.567328947,451725.56,432.52,HG,0.072029716
Lake Yokuts,36,-119.83,0.381,-0.419075024,316.6653628,0.219833805,-0.682127272,100276.952,483.27,HG,0.060166195
Wukchumi,36.45,-118.96,0.2421,-0.616005211,969.7066527,0.247982271,-0.702817975,940330.9923,614.95,HG,0.032017729
Nomlaki,40,-122.56,0.6944,-0.158390288,1121.464867,0.250605987,-0.802374446,1257683.448,628.03,HG,0.029394013
Patwin,39.08,-122.05,0.82,-0.086186148,761.5396436,0.24810797,-0.776405452,579942.6288,615.58,HG,0.03189203
Monache,36.6,-117.08,0.287,-0.542118103,162.7471189,0.167183975,-0.721036086,26486.62471,279.5,HG,0.112816025
Chimariko,40.85,-123.3,0.5,-0.301029996,1230.700635,0.273225986,-0.834797659,1514624.053,746.52,HG,0.006774014
Miwok (Coast),38.24,-122.88,0.5357,-0.271078354,1451.528541,0.288343988,-0.750114086,2106935.105,831.42,HG,0.008343988
Mattole,40.17,-124.04,1.164,0.06595298,1468.729531,0.265913656,-0.812731367,2157166.435,707.1,HG,0.014086344
Miwok,38,-119.77,0.2454,-0.610125442,1222.072625,0.253979926,-0.749238435,1493461.501,645.06,HG,0.026020074
Yuki (Coast),39.64,-123.74,0.6696,-0.174184555,1540.115432,0.282306601,-0.790653929,2371955.544,796.97,HG,0.002306601
Klamath,42.62,-121.5,0.1336,-0.874193542,805.6885905,0.24546274,-0.869820345,649134.1049,602.52,HG,0.03453726
Guaicura,25,-111.54,0.06,-1.22184875,235.2774436,0.150222441,-0.274040854,55355.47547,225.67,HG,0.129777559
Chichimec,22,-100,0.09,-1.045757491,864.6207007,0.299877067,-0.018746568,747568.9561,899.26,HG,0.019877067
Death Valley,36.52,-116.81,0.0129,-1.88941029,211.3090598,0.164160712,-0.72379418,44651.51875,269.49,HG,0.115839288
Karankawa,28.44,-96.91,0.21,-0.677780705,1411.960417,0.286952188,-0.2523755,1993632.219,823.42,HG,0.006952188
Coahuilenos,26,-102.07,0.0168,-1.774690718,457.173421,0.205038002,-0.185583392,209007.5369,420.41,HG,0.074961998
Panamint Shoshoni,36.37,-117.33,0.0212,-1.673664139,320.2264661,0.17829453,-0.713886044,102544.9896,317.89,HG,0.10170547
Yavapai,33.37,-110.5,0.0148,-1.829738285,699.7627066,0.251344286,-0.595698018,489667.8455,631.74,HG,0.028655714
Koso Mountain Shoshoni,36.12,-117.7,0.0857,-1.067019178,430.0144183,0.194976853,-0.698304643,184912.3999,380.16,HG,0.085023147
Walapai,35.95,-114.5,0.0386,-1.413412695,273.5612003,0.188258976,-0.722568753,74835.73031,354.41,HG,0.091741024
Kawaiisu Shoshoni,35.37,-118,0.119,-0.924453039,286.2042825,0.186344404,-0.673277071,81912.89132,347.24,HG,0.093655596
Saline Valley Shoshoni,36.65,-117.79,0.0232,-1.634512015,416.3263315,0.194444598,-0.715928888,173327.6143,378.09,HG,0.085555402
Anotarianunt Southern Paiute,37.86,-110.72,0.0345,-1.462180905,520.5313364,0.205622809,-0.79441764,270952.8722,422.81,HG,0.074377191
Owens Valley Paiute,36.88,-118.18,0.3804,-0.419759492,414.6102025,0.223552901,-0.724020379,171901.62,499.76,HG,0.056447099
Kawich Mountain Shoshoni,37.92,-116.45,0.0199,-1.701146924,474.0018573,0.168457083,-0.769793846,224677.7607,283.78,HG,0.111542917
Kaibab Southern Paiute,36.9,-112.55,0.0371,-1.43062609,538.5753984,0.20415451,-0.773675555,290063.4598,416.79,HG,0.07584549
Mono Lake Paiute,38.11,-118.85,0.059,-1.229147988,512.2858205,0.215051735,-0.75857692,262436.7619,462.47,HG,0.064948265
Deep Spring Paiute,37.28,-118,0.0354,-1.450996738,284.4017238,0.191474329,-0.73747545,80884.3405,366.62,HG,0.088525671
Salmon-eater Shoshoni,42.94,-115.3,0.069,-1.161150909,468.965054,0.206948815,-0.891664643,219928.2219,428.28,HG,0.073051185
Ute-timanogas,40.22,-111.81,0.0347,-1.459670525,719.532904,0.244404501,-0.844838334,517727.5999,597.34,HG,0.035595499
Cattail Paiute,40.12,-118.37,0.22,-0.657577319,295.1991446,0.181375728,-0.820389935,87142.53497,328.97,HG,0.098624272
Fish Lake Paiute,37.69,-118.14,0.0389,-1.410050399,264.4943809,0.196665795,-0.752756693,69957.27753,386.77,HG,0.083334205
Honey Lake Paiute,40.27,-120.44,0.106,-0.974694135,739.1331794,0.229723308,-0.817494244,546317.8569,527.73,HG,0.050276692
Hukunduka Shoshoni,41.55,-112.22,0.0296,-1.528708289,713.4679326,0.226812266,-0.869971627,509036.4908,514.44,HG,0.053187734
